0
0
0
0.8918
0.8918
0
0
0
0
0
8.39
16.48
0.8265
1.481
0.8918
23.55
0
33.57
0
24.43
0
0
0
0
28.42
0
0
0
0
0
69.45
4.544
0
0
0
0
0
0
0.004121
17.68
0
0
28.42
0.004121
0
0
0
1.16e-26
34.8
18.5
0.2113
0
0
0
0
0
0
0
0.8918
0
0
0
0
0
0
12.26
23.56
0
4.507
11.78
0
17.68
28.42
18.33
0
6.63e-27
0
3.041
14.64
0
0
24.43
0
0
0
0
0
0.004121
0
0
0
1.907
0
0
17.68
0
0
24.43
0
0
24.43
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.481
0
0
0
0
18.5
0
0
0
0
0
0
4.507
11.78
3.041
0
0
0
0
0
0
0
0
0.004121
0
0
0
0
0
0
4.296
0
0
0
0
4.544
0
0
0
0
0
12.27
0
0
0
0
0
0
0
0
0
0
34.8
0
33.57
0
0
0
0
0
0
0
0.5941
0.5941
0
0
0
0
0.1479
0
0.1479
0.4463
0
